OTUID	logFC	logCPM	PValue	FDR	level	Kingdom	Phylum	Class	Order	Family	Genus	Species	MeanA	MeanB	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6
ASV_392	0.355	9.35	0.526616072032039	0.824854197729728	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Unassigned	Acidibacter	ferrireducens	0.05	0.046	0.074	0.043	0.085	0.024	0.015	0.059	0.056	0.029	0.009	0.027	0.097	0.058
ASV_247	0.387	10.042	0.526889245245861	0.824854197729728	NotSig	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharothrix	yanglingensis	0.101	0.083	0.13	0.321	0.039	0.032	0.008	0.075	0.074	0.2	0.064	0.055	0.035	0.067
ASV_368	-0.275	9.38	0.527833731834679	0.825384090423459	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Unassigned	Unassigned	Unassigned	0.042	0.058	0.047	0.061	0.039	0.04	0.023	0.042	0.074	0.057	0.064	0.045	0.062	0.048
ASV_1134	0.683	8.789	0.529834754739112	0.826792082370576	NotSig	Bacteria	Firmicutes	Clostridia	Clostridiales	Unassigned	Unassigned	Unassigned	0.028	0.022	0	0	0.015	0.016	0.129	0.008	0	0.095	0	0.018	0.018	0
ASV_130	-0.239	10.42	0.53076940773438	0.826792082370576	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Unassigned	Unassigned	Unassigned	0.103	0.142	0.13	0.148	0.108	0.104	0.053	0.075	0.241	0.105	0.128	0.109	0.124	0.144
ASV_1235	-0.4	8.438	0.530948697217508	0.826792082370576	NotSig	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.014	0.022	0.009	0.035	0.008	0.008	0.023	0	0.019	0.029	0.018	0.009	0.018	0.038
ASV_1400	-0.564	7.863	0.531586110505937	0.826792082370576	NotSig	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Baekduiaceae	Baekduia	soli	0.004	0.008	0	0	0.008	0.008	0	0.008	0.009	0.01	0.009	0.009	0.009	0
ASV_1169	0.519	8.22	0.532198880489975	0.826792082370576	NotSig	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Compostibacter	hankyongensis	0.014	0.011	0.019	0.017	0	0.024	0.023	0	0.009	0.038	0	0.009	0	0.01
ASV_564	0.42	8.675	0.532376399588102	0.826792082370576	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	nantongensis	0.024	0.022	0	0.009	0.039	0.04	0.015	0.042	0.028	0.01	0.046	0.009	0.009	0.029
ASV_1217	0.419	8.421	0.533715055059476	0.827926998850805	NotSig	Bacteria	Chloroflexi	Chloroflexia	Herpetosiphonales	Herpetosiphonaceae	Herpetosiphon	giganteus	0.018	0.015	0.019	0	0.008	0.016	0.03	0.034	0.009	0.01	0.027	0.009	0.009	0.029
ASV_206	0.256	10	0.535741016497929	0.828859456739259	NotSig	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Agromyces	binzhouensis	0.085	0.084	0.074	0.095	0.116	0.112	0.045	0.067	0.084	0.105	0.055	0.109	0.053	0.096
ASV_687	-0.493	8.476	0.536054201786419	0.828859456739259	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Racemicystis	crocea	0.015	0.023	0.047	0	0	0.024	0	0.017	0.009	0.057	0.018	0.009	0.009	0.038
ASV_1253	0.496	8.295	0.536475931520864	0.828859456739259	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.015	0.012	0.009	0	0.015	0.008	0.038	0.017	0.028	0.01	0.027	0.009	0	0
ASV_884	-0.361	8.844	0.536752656811061	0.828859456739259	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	nantongensis	0.024	0.035	0.037	0.043	0	0.008	0.015	0.042	0.046	0.019	0.027	0.018	0.053	0.048
ASV_292	-0.306	9.466	0.53766544413208	0.828859456739259	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Nevskiaceae	Nevskia	lacus	0.045	0.064	0.074	0.043	0.031	0.032	0.023	0.067	0.028	0.086	0.091	0.055	0.027	0.096
ASV_658	0.381	8.821	0.538483633675891	0.828859456739259	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	facile	0.029	0.026	0.056	0.017	0.062	0.008	0.015	0.017	0.028	0.019	0.009	0.027	0.027	0.048
ASV_46	-0.229	12.16	0.539072550160281	0.828859456739259	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Unassigned	Unassigned	0.364	0.52	0.419	0.165	0.457	0.344	0.5	0.302	0.557	0.514	0.402	0.364	0.576	0.71
ASV_848	0.356	9.262	0.539201344581191	0.828859456739259	NotSig	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Catellatospora	sichuanensis	0.046	0.042	0.084	0.052	0.085	0.016	0.03	0.008	0.037	0.076	0.046	0.018	0.027	0.048
ASV_1071	0.581	8.323	0.53979319980009	0.828859456739259	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Unassigned	0.016	0.012	0	0	0	0.008	0.015	0.075	0.009	0.029	0	0.018	0.009	0.01
ASV_1258	0.381	8.725	0.540605346592873	0.829171714030961	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas	aquatica	0.026	0.023	0.028	0.009	0.008	0.048	0.023	0.042	0.009	0.019	0.037	0.018	0.044	0.01
ASV_997	-0.399	8.874	0.542751563123657	0.831527141703511	NotSig	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Baekduiaceae	Baekduia	soli	0.023	0.037	0.019	0.009	0.008	0.056	0.008	0.042	0.028	0.038	0.037	0	0.062	0.058
ASV_1095	0.732	8.183	0.545039945824816	0.834094838442022	NotSig	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Catellatospora	Unassigned	0.015	0.009	0.084	0.009	0	0	0	0	0	0.029	0	0	0.018	0.01
ASV_143	-0.26	10.376	0.547659572522168	0.837163117592809	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Aquabacterium	olei	0.096	0.135	0.149	0.043	0.046	0.088	0.174	0.075	0.167	0.114	0.128	0.164	0.115	0.125
ASV_1356	-0.461	8.314	0.549661037754214	0.837351973778505	NotSig	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Actinomarinicola	tropica	0.011	0.019	0.009	0.017	0.031	0	0	0.008	0.046	0.019	0	0.018	0.009	0.019
ASV_1318	-0.643	7.983	0.550839909608082	0.837351973778505	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Nannocystis	konarekensis	0.006	0.011	0.009	0.009	0	0.016	0	0	0.037	0	0.027	0	0	0
ASV_1234	0.362	9.287	0.551753151963655	0.837351973778505	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	svalbardensis	0.047	0.044	0.074	0.026	0.046	0.032	0.045	0.059	0.019	0.01	0.055	0.018	0.018	0.144
ASV_50	0.217	11.924	0.552549225216526	0.837351973778505	NotSig	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Agromyces	binzhouensis	0.375	0.369	0.354	0.608	0.426	0.384	0.174	0.302	0.381	0.466	0.374	0.318	0.434	0.24
ASV_1455	0.484	8.031	0.553182326412998	0.837351973778505	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	waimense	0.01	0.008	0.019	0.017	0.008	0	0.015	0	0.009	0.019	0.009	0	0.009	0
ASV_696	-0.469	8.605	0.553296530115374	0.837351973778505	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Nevskiaceae	Unassigned	Unassigned	0.016	0.028	0.009	0	0	0.056	0	0.034	0.074	0.019	0.018	0.018	0.018	0.019
ASV_1255	-0.545	8.173	0.553707369494902	0.837351973778505	NotSig	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Unassigned	Unassigned	0.008	0.016	0	0	0.015	0.008	0.015	0.008	0.065	0.01	0.009	0	0	0.01
ASV_669	0.371	8.527	0.553820288310719	0.837351973778505	NotSig	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharothrix	Unassigned	0.021	0.019	0.019	0.035	0.015	0.024	0.023	0.008	0.009	0.029	0.009	0	0.018	0.048
ASV_34	-0.201	12.374	0.553821576618968	0.837351973778505	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ideonella	paludis	0.45	0.599	0.707	0.443	0.442	0.384	0.227	0.495	0.743	0.523	0.42	0.6	0.514	0.796
ASV_395	0.49	9.319	0.554640501665365	0.837351973778505	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas	Unassigned	0.048	0.042	0.019	0.017	0.054	0.064	0.098	0.034	0.009	0	0	0.009	0.186	0.048
ASV_655	0.479	8.028	0.554975958197109	0.837351973778505	NotSig	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Nonomuraea	indica	0.01	0.008	0	0.017	0	0.016	0.008	0.017	0.009	0	0.009	0.009	0.018	0
ASV_1219	0.56	7.948	0.556028293646924	0.837351973778505	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Nannocystis	konarekensis	0.009	0.006	0.037	0.009	0	0	0.008	0	0.009	0.01	0	0.009	0	0.01
ASV_869	0.64	8.467	0.55659844130248	0.837351973778505	NotSig	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Promicromonospora	alba	0.021	0.015	0	0	0.008	0	0	0.117	0.046	0	0.009	0.009	0.018	0.01
ASV_737	-0.329	9.247	0.55780263525515	0.837351973778505	NotSig	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Unassigned	Unassigned	0.036	0.053	0.037	0.069	0.023	0.056	0.023	0.008	0.028	0.114	0.027	0.027	0.062	0.058
ASV_895	-0.35	8.734	0.557992806393273	0.837351973778505	NotSig	Bacteria	Proteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.021	0.031	0.009	0.052	0.015	0.016	0.008	0.025	0.046	0.01	0.055	0.018	0.027	0.029
ASV_872	-0.398	8.512	0.559068553158027	0.837351973778505	NotSig	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	aquiterrae	0.016	0.023	0.019	0.026	0.015	0.008	0	0.025	0.009	0.038	0.037	0.036	0	0.019
ASV_1290	-0.56	7.859	0.560342152631087	0.837351973778505	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Nevskiaceae	Nevskia	lacus	0.004	0.008	0.019	0	0	0.008	0	0	0.009	0	0.009	0.009	0	0.019
ASV_1166	-0.466	8.137	0.560380351992857	0.837351973778505	NotSig	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Baekduiaceae	Baekduia	soli	0.009	0.014	0.028	0.017	0.008	0	0	0	0.037	0.01	0.009	0.009	0.009	0.01
ASV_1248	0.515	8.276	0.560466084184607	0.837351973778505	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Nitratireductor	aestuarii	0.015	0.012	0	0.009	0	0.024	0.008	0.05	0.037	0.01	0	0	0.018	0.01
ASV_35	-0.265	12.044	0.561033111767195	0.837351973778505	NotSig	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Oryzihumus	soli	0.349	0.472	0.279	0.677	0.279	0.608	0.076	0.176	0.557	0.333	0.429	0.637	0.549	0.326
ASV_243	-0.362	9.682	0.561275926764104	0.837351973778505	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Unassigned	Unassigned	0.051	0.078	0.093	0.009	0.132	0.016	0.008	0.05	0.046	0.038	0.073	0.091	0.151	0.067
ASV_534	0.455	9.42	0.561995971480663	0.837351973778505	NotSig	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Catellatospora	sichuanensis	0.059	0.048	0.214	0.061	0.023	0.056	0	0	0.074	0.057	0.027	0	0.08	0.048
ASV_617	-0.328	8.953	0.562128786518725	0.837351973778505	NotSig	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Baekduiaceae	Baekduia	soli	0.026	0.039	0.028	0.009	0.015	0.024	0.023	0.059	0.019	0.057	0.027	0.045	0.027	0.058
ASV_1057	0.479	8.221	0.563187647093505	0.837351973778505	NotSig	Bacteria	Chloroflexi	Chloroflexia	Herpetosiphonales	Herpetosiphonaceae	Herpetosiphon	giganteus	0.014	0.011	0.019	0.035	0	0.008	0.015	0.008	0	0.029	0	0.027	0.009	0
ASV_371	0.277	9.345	0.563339975706065	0.837351973778505	NotSig	Bacteria	Proteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.049	0.047	0.084	0.035	0.039	0.04	0.053	0.042	0.028	0.076	0.037	0.045	0.027	0.067
ASV_1512	-0.557	7.864	0.563767812007995	0.837351973778505	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas	acetoxidans	0.004	0.008	0	0	0.008	0	0.015	0	0	0	0.009	0.009	0.018	0.01
ASV_278	-0.262	9.52	0.56524750190896	0.838358758427075	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Nevskiaceae	Nevskia	lacus	0.046	0.066	0.028	0.043	0.07	0.064	0.023	0.05	0.084	0.038	0.082	0.055	0.071	0.067
ASV_1403	-0.308	8.787	0.565676724665552	0.838358758427075	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Oryzomicrobium	terrae	0.022	0.032	0.009	0.017	0.023	0.024	0.023	0.034	0.056	0.019	0.027	0.027	0.027	0.038
ASV_1150	-0.274	9.234	0.567205021359478	0.83899991696367	NotSig	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Unassigned	Unassigned	0.036	0.051	0.037	0.035	0.023	0.04	0.038	0.042	0.046	0.029	0.064	0.045	0.035	0.086
ASV_295	0.292	9.444	0.567341353541513	0.83899991696367	NotSig	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexus	islandicus	0.054	0.051	0.074	0.078	0.031	0.088	0.03	0.025	0.037	0.076	0.073	0.009	0.044	0.067
ASV_1250	0.477	8.034	0.571837520331732	0.843048664853493	NotSig	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	astragali	0.01	0.008	0.009	0.017	0.015	0	0.008	0.008	0.009	0.01	0.027	0	0	0
ASV_366	-0.299	9.136	0.57217655289467	0.843048664853493	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ideonella	paludis	0.031	0.046	0.019	0.009	0.046	0.032	0.053	0.025	0.046	0.038	0.055	0.045	0.035	0.058
ASV_781	-0.308	9.083	0.573804744870526	0.843048664853493	NotSig	Bacteria	Firmicutes	Bacilli	Bacillales	Unassigned	Unassigned	Unassigned	0.03	0.045	0.047	0.035	0.031	0.032	0.038	0	0.056	0.057	0.018	0.027	0.035	0.077
ASV_159	0.288	10.25	0.573944271117957	0.843048664853493	NotSig	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Virgisporangium	myanmarense	0.109	0.102	0.13	0.156	0.062	0.224	0.015	0.067	0.139	0.19	0.1	0.055	0.053	0.077
ASV_1225	-0.468	8.135	0.574345432528508	0.843048664853493	NotSig	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Unassigned	Unassigned	0.009	0.014	0.019	0.017	0	0	0.008	0.008	0.028	0.01	0	0.009	0.035	0
ASV_1484	0.564	8.144	0.574666528634105	0.843048664853493	NotSig	Bacteria	Actinobacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.012	0.009	0	0.035	0.015	0.024	0	0	0	0.038	0	0	0.009	0.01
ASV_28	0.24	12.882	0.574776985431718	0.843048664853493	NotSig	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinocorallia	populi	0.762	0.727	0.995	0.998	0.209	1.392	0.348	0.629	0.585	1.047	0.402	0.809	0.851	0.671
ASV_1515	0.523	8.034	0.575037008430857	0.843048664853493	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Pleomorphomonadaceae	Chthonobacter	albigriseus	0.009	0.008	0.009	0	0.015	0	0.03	0	0.019	0.01	0.009	0	0	0.01
ASV_169	0.407	10.114	0.576453313639237	0.843048664853493	NotSig	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	rhabdoformis	0.107	0.089	0.019	0.451	0	0.048	0.091	0.034	0.149	0.133	0.073	0.036	0.018	0.125
ASV_555	-0.336	8.74	0.57680833302963	0.843048664853493	NotSig	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	japonica	0.021	0.031	0.028	0.026	0.015	0.04	0.008	0.008	0.009	0.019	0.037	0.018	0.035	0.067
ASV_903	-0.401	8.21	0.576887926316781	0.843048664853493	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	facile	0.009	0.015	0	0.009	0.008	0.024	0.008	0.008	0.028	0	0.009	0.009	0.018	0.029
ASV_1325	0.396	8.181	0.579007306732816	0.844554000269122	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unassigned	0.013	0.011	0.019	0.009	0.015	0.016	0	0.017	0.028	0	0.009	0.009	0.009	0.01
ASV_565	-0.375	8.511	0.579216182686327	0.844554000269122	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.015	0.023	0	0.017	0.015	0.024	0.023	0.008	0.009	0.057	0.009	0.027	0.027	0.01
ASV_954	-0.369	8.289	0.580140208765502	0.844554000269122	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Unassigned	0.011	0.017	0.019	0.009	0.008	0.016	0.008	0.008	0.009	0	0.018	0.027	0.018	0.029
ASV_225	-0.279	10.012	0.580398343797282	0.844554000269122	NotSig	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	ovatispora	0.072	0.102	0.074	0.13	0.147	0.032	0.015	0.034	0.13	0.152	0.073	0.1	0.089	0.067
ASV_1303	0.408	8.424	0.581744330583702	0.844843195735647	NotSig	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Lentzea	Unassigned	0.019	0.016	0.047	0.017	0.031	0.008	0	0.008	0.009	0.019	0.037	0.009	0	0.019
ASV_859	0.447	8.62	0.581837678120438	0.844843195735647	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	fulvus	0.022	0.02	0	0.017	0.023	0.008	0.061	0.025	0.009	0.067	0	0	0.027	0.019
ASV_1335	-0.467	8.32	0.583401601450006	0.845691102170055	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Unassigned	Unassigned	Unassigned	0.011	0.019	0	0	0.008	0	0.03	0.025	0.009	0.048	0.009	0	0.027	0.019
ASV_1179	-0.36	8.282	0.583663462584326	0.845691102170055	NotSig	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Baekduiaceae	Baekduia	soli	0.011	0.017	0.009	0.009	0.015	0.016	0.008	0.008	0.028	0.019	0.018	0	0.009	0.029
ASV_1497	0.65	7.944	0.585291429964635	0.847148700969004	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.008	0.006	0	0	0.015	0.024	0	0.008	0.037	0	0	0	0	0
ASV_857	0.397	8.486	0.586043390002429	0.847336621213704	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Racemicystis	persica	0.019	0.017	0.019	0.017	0.054	0	0.008	0.017	0.009	0	0.018	0.027	0.027	0.019
ASV_879	0.44	8.406	0.589662433137986	0.85101454788355	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Pseudomethylobacillus	aquaticus	0.018	0.015	0.009	0.009	0.008	0.024	0	0.059	0.028	0	0	0.009	0.035	0.019
ASV_1357	-0.42	8.461	0.590246180588657	0.85101454788355	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	Unassigned	0.014	0.021	0.028	0	0.008	0.008	0.03	0.008	0.019	0.01	0.055	0.036	0	0.01
ASV_405	0.247	9.595	0.590461635646075	0.85101454788355	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	fragariae	0.061	0.059	0.074	0.087	0.023	0.072	0.076	0.034	0.037	0.057	0.091	0.064	0.044	0.058
ASV_491	-0.306	9.674	0.592802182481266	0.852636354499174	NotSig	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	subglobosus	0.055	0.077	0.084	0.087	0.015	0.008	0.083	0.05	0.139	0.095	0.11	0.045	0.062	0.01
ASV_74	0.188	11.388	0.593327926390253	0.852636354499174	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	Unassigned	0.246	0.255	0.251	0.286	0.302	0.168	0.257	0.21	0.362	0.2	0.256	0.173	0.319	0.221
ASV_1238	-0.442	8.213	0.593464951589734	0.852636354499174	NotSig	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Conexibacteraceae	Conexibacter	stalactiti	0.01	0.016	0.009	0.026	0	0	0.008	0.017	0.019	0.038	0.027	0	0	0.01
ASV_114	-0.509	11.115	0.594452321813371	0.853154965553015	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	psychrophila	0.162	0.285	0.093	0.304	0.031	0.304	0.023	0.218	0.009	0.019	0.009	0.009	0.071	1.592
ASV_1036	-0.349	8.957	0.595366883362933	0.853568100147699	NotSig	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Psychrobacillus	soli	0.026	0.04	0.028	0.026	0.023	0.048	0.008	0.025	0.037	0	0.037	0.009	0.106	0.048
ASV_1196	0.411	8.177	0.596281525391464	0.853841189007791	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Aquincola	amnicola	0.012	0.011	0.009	0.009	0.008	0.024	0.015	0.008	0.028	0.01	0	0	0.027	0
ASV_1251	-0.38	8.514	0.596811168821892	0.853841189007791	NotSig	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Actinomarinicola	tropica	0.015	0.023	0.009	0.026	0.039	0.016	0	0	0.009	0.048	0.027	0.027	0.018	0.01
ASV_949	0.367	8.536	0.599880199718916	0.856784195102303	NotSig	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Dactylosporangium	sucinum	0.021	0.018	0.019	0.035	0.046	0.008	0	0.017	0.009	0.038	0.009	0.009	0.035	0.01
ASV_175	-0.233	10.192	0.600126374543023	0.856784195102303	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	rhizosphaerae	0.087	0.116	0.112	0.095	0.039	0.104	0.038	0.134	0.074	0.114	0.1	0.073	0.239	0.096
ASV_1020	0.297	8.796	0.603445315625352	0.860620439666732	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ginkgonis	0.027	0.026	0.019	0.017	0.031	0.024	0.045	0.025	0.028	0.057	0.018	0.009	0.018	0.029
ASV_604	0.317	8.856	0.6043256464513	0.860969339311803	NotSig	Bacteria	Chloroflexi	Chloroflexia	Herpetosiphonales	Herpetosiphonaceae	Herpetosiphon	giganteus	0.031	0.028	0.028	0.061	0	0.024	0.045	0.025	0.028	0.038	0.009	0.036	0.044	0.01
ASV_1274	-0.461	7.949	0.605476565011187	0.860969339311803	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	xixiisoli	0.006	0.009	0.009	0.009	0	0	0.015	0	0	0	0.018	0.009	0.018	0.01
ASV_462	0.274	8.874	0.605586363480695	0.860969339311803	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Unassigned	Acidibacter	ferrireducens	0.031	0.029	0.047	0.043	0.023	0.024	0.023	0.025	0.065	0.019	0.018	0.018	0.027	0.029
ASV_802	0.376	8.601	0.608062729588348	0.862478062351065	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas	terrae	0.021	0.02	0.019	0	0.046	0.008	0.038	0.017	0.028	0.01	0	0.036	0.035	0.01
ASV_268	0.203	9.874	0.610138609886376	0.862478062351065	NotSig	Bacteria	Actinobacteria	Thermoleophilia	Thermoleophilales	Thermoleophilaceae	Thermoleophilum	minutum	0.075	0.077	0.065	0.069	0.07	0.096	0.068	0.084	0.065	0.114	0.046	0.055	0.097	0.086
ASV_422	0.222	9.417	0.610239569911582	0.862478062351065	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	rhizosphaerae	0.051	0.051	0.056	0.061	0.046	0.048	0.045	0.05	0.046	0.029	0.037	0.064	0.071	0.058
ASV_1519	-0.601	7.611	0.610551230748207	0.862478062351065	NotSig	Bacteria	Proteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.001	0.003	0	0	0	0	0	0.008	0	0	0	0	0	0.019
ASV_885	0.388	8.185	0.610924311464463	0.862478062351065	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Chitinimonas	lacunae	0.013	0.011	0.019	0.009	0.015	0.008	0	0.025	0.009	0.01	0	0.018	0.027	0
ASV_1001	-0.409	8.21	0.61114614032236	0.862478062351065	NotSig	Bacteria	Actinobacteria	Actinobacteria	Geodermatophilales	Geodermatophilaceae	Geodermatophilus	Unassigned	0.01	0.016	0.028	0.009	0	0	0	0.025	0.028	0.029	0	0.009	0.009	0.019
